Academic Year ,LSS Number ,LSS Name ,School Number ,School Name ,Student Group ,Tested Count ,Proficient Count , Proficient Percent ,Create Date 
2020,04,Calvert,0316,Sunderland Elementary,All,*,*,*,20230914
2020,04,Calvert,0316,Sunderland Elementary,Students with Disabilities,*,*,*,20230914
2020,04,Calvert,0317,Windy Hill Elementary,All,18,2,11.1,20230914
2020,04,Calvert,0317,Windy Hill Elementary,Students with Disabilities,*,*,*,20230914
2020,04,Calvert,0318,Windy Hill Middle,All,*,*,*,20230914
2020,04,Calvert,0318,Windy Hill Middle,Students with Disabilities,*,*,*,20230914
2020,04,Calvert,A,All Calvert Schools,All,164,30,18.3,20230914
2020,04,Calvert,A,All Calvert Schools,Students with Disabilities,*,*,<= 5.0,20230914
2020,05,Caroline,0201,Greensboro Elementary School,All,219,43,19.6,20230914
2020,05,Caroline,0201,Greensboro Elementary School,Students with Disabilities,*,*,<= 5.0,20230914
2020,05,Caroline,0301,Denton Elementary School,All,10,3,30.0,20230914
2020,05,Caroline,0302,Lockerman Middle School,All,46,*,<= 5.0,20230914
2020,05,Caroline,0302,Lockerman Middle School,Students with Disabilities,*,*,*,20230914
2020,05,Caroline,0401,Preston Elementary School,All,15,1,6.7,20230914
2020,05,Caroline,0401,Preston Elementary School,Students with Disabilities,*,*,*,20230914
2020,05,Caroline,0501,Federalsburg Elementary School,All,38,7,18.4,20230914
2020,05,Caroline,0501,Federalsburg Elementary School,Students with Disabilities,*,*,*,20230914
2020,05,Caroline,0701,Ridgely Elementary School,All,*,*,*,20230914
2020,05,Caroline,0701,Ridgely Elementary School,Students with Disabilities,*,*,*,20230914
2020,05,Caroline,0703,North Caroline High School,All,81,*,<= 5.0,20230914
2020,05,Caroline,0703,North Caroline High School,Students with Disabilities,*,*,*,20230914
2020,05,Caroline,0801,Colonel Richardson High School,All,*,*,<= 5.0,20230914
2020,05,Caroline,0801,Colonel Richardson High School,Students with Disabilities,*,*,*,20230914
2020,05,Caroline,0802,Colonel Richardson Middle School,All,*,*,<= 5.0,20230914
2020,05,Caroline,0802,Colonel Richardson Middle School,Students with Disabilities,*,*,*,20230914
2020,05,Caroline,A,All Caroline Schools,All,461,58,12.6,20230914
2020,05,Caroline,A,All Caroline Schools,Students with Disabilities,*,*,<= 5.0,20230914
2020,06,Carroll,0103,Taneytown Elementary,All,*,*,*,20230914
2020,06,Carroll,0105,Northwest Middle,All,*,*,*,20230914
2020,06,Carroll,0105,Northwest Middle,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0202,Francis Scott Key High,All,*,*,*,20230914
2020,06,Carroll,0404,Sandymount Elementary,All,*,*,*,20230914
2020,06,Carroll,0406,Mechanicsville Elementary,All,*,*,*,20230914
2020,06,Carroll,0501,Eldersburg Elementary,All,*,*,*,20230914
2020,06,Carroll,0503,Linton Springs Elementary,All,*,*,*,20230914
2020,06,Carroll,0504,Sykesville Middle,All,*,*,*,20230914
2020,06,Carroll,0504,Sykesville Middle,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0505,Freedom District Elementary,All,*,*,*,20230914
2020,06,Carroll,0506,Carrolltowne Elementary,All,10,7,70.0,20230914
2020,06,Carroll,0507,Liberty High,All,*,*,*,20230914
2020,06,Carroll,0508,Oklahoma Road Middle,All,*,*,*,20230914
2020,06,Carroll,0508,Oklahoma Road Middle,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0509,Piney Ridge Elementary,All,*,*,*,20230914
2020,06,Carroll,0510,Century High,All,*,*,*,20230914
2020,06,Carroll,0601,Manchester Elementary,All,*,*,*,20230914
2020,06,Carroll,0602,Manchester Valley High,All,15,1,6.7,20230914
2020,06,Carroll,0602,Manchester Valley High,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0603,Ebb Valley Elementary,All,*,*,*,20230914
2020,06,Carroll,0603,Ebb Valley Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0701,Westminster East Middle,All,13,1,7.7,20230914
2020,06,Carroll,0701,Westminster East Middle,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0703,Westminster West Middle,All,*,*,<= 5.0,20230914
2020,06,Carroll,0703,Westminster West Middle,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0704,Winters Mill High,All,35,*,<= 5.0,20230914
2020,06,Carroll,0704,Winters Mill High,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0705,William Winchester Elementary,All,39,4,10.3,20230914
2020,06,Carroll,0705,William Winchester Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0707,Westminster High,All,*,*,*,20230914
2020,06,Carroll,0707,Westminster High,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0710,Westminster Elementary,All,18,2,11.1,20230914
2020,06,Carroll,0710,Westminster Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0711,Robert Moton Elementary,All,20,6,30.0,20230914
2020,06,Carroll,0711,Robert Moton Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0714,Friendship Valley Elementary,All,14,5,35.7,20230914
2020,06,Carroll,0714,Friendship Valley Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0715,Cranberry Station Elementary,All,14,2,14.3,20230914
2020,06,Carroll,0715,Cranberry Station Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0716,Gateway School,All,*,*,*,20230914
2020,06,Carroll,0801,North Carroll Middle,All,*,*,*,20230914
2020,06,Carroll,0804,Hampstead Elementary,All,*,*,*,20230914
2020,06,Carroll,0804,Hampstead Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0806,Spring Garden Elementary,All,10,2,20.0,20230914
2020,06,Carroll,0806,Spring Garden Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0807,Shiloh Middle,All,*,*,*,20230914
2020,06,Carroll,0807,Shiloh Middle,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,0906,Winfield Elementary,All,*,*,*,20230914
2020,06,Carroll,1201,Elmer A. Wolfe Elementary,All,*,*,*,20230914
2020,06,Carroll,1304,Parr's Ridge Elementary,All,*,*,<= 5.0,20230914
2020,06,Carroll,1305,Mount Airy Elementary,All,*,*,*,20230914
2020,06,Carroll,1305,Mount Airy Elementary,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,1306,Mount Airy Middle,All,*,*,*,20230914
2020,06,Carroll,1306,Mount Airy Middle,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,1401,South Carroll High,All,12,2,16.7,20230914
2020,06,Carroll,1401,South Carroll High,Students with Disabilities,*,*,*,20230914
2020,06,Carroll,A,All Carroll Schools,All,348,50,14.4,20230914
2020,06,Carroll,A,All Carroll Schools,Students with Disabilities,46,10,21.7,20230914
2020,07,Cecil,0104,Cecilton Elementary,All,22,5,22.7,20230914
2020,07,Cecil,0104,Cecilton Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0204,Bohemia Manor High,All,*,*,*,20230914
2020,07,Cecil,0205,Chesapeake City Elementary,All,*,*,*,20230914
2020,07,Cecil,0206,Bohemia Manor Middle,All,*,*,<= 5.0,20230914
2020,07,Cecil,0206,Bohemia Manor Middle,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0302,Elkton High,All,*,*,<= 5.0,20230914
2020,07,Cecil,0302,Elkton High,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0303,Elkton Middle,All,*,*,<= 5.0,20230914
2020,07,Cecil,0303,Elkton Middle,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0310,Gilpin Manor Elementary,All,22,2,9.1,20230914
2020,07,Cecil,0310,Gilpin Manor Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0311,Holly Hall Elementary,All,13,1,7.7,20230914
2020,07,Cecil,0313,Cherry Hill Middle,All,*,*,<= 5.0,20230914
2020,07,Cecil,0313,Cherry Hill Middle,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0315,Leeds Elementary,All,*,*,*,20230914
2020,07,Cecil,0315,Leeds Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0316,Thomson Estates Elementary,All,38,6,15.8,20230914
2020,07,Cecil,0316,Thomson Estates Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0317,Kenmore Elementary,All,14,1,7.1,20230914
2020,07,Cecil,0317,Kenmore Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0401,Cecil Manor Elementary,All,50,6,12.0,20230914
2020,07,Cecil,0401,Cecil Manor Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0504,North East Middle,All,*,*,*,20230914
2020,07,Cecil,0506,North East Elementary,All,*,*,*,20230914
2020,07,Cecil,0506,North East Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0510,Bay View Elementary,All,*,*,*,20230914
2020,07,Cecil,0513,Charlestown Elementary,All,*,*,*,20230914
2020,07,Cecil,0514,North East High,All,*,*,*,20230914
2020,07,Cecil,0514,North East High,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0515,Elk Neck Elementary,All,*,*,*,20230914
2020,07,Cecil,0515,Elk Neck Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0606,Rising Sun Middle School,All,*,*,*,20230914
2020,07,Cecil,0606,Rising Sun Middle School,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0607,Rising Sun Elementary,All,16,2,12.5,20230914
2020,07,Cecil,0607,Rising Sun Elementary,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0701,Perryville Middle,All,*,*,*,20230914
2020,07,Cecil,0701,Perryville Middle,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,0704,Bainbridge Elementary,All,*,*,*,20230914
2020,07,Cecil,0705,Perryville High,All,*,*,*,20230914
2020,07,Cecil,0801,Conowingo Elementary,All,*,*,*,20230914
2020,07,Cecil,0904,Calvert Elementary,All,*,*,*,20230914
2020,07,Cecil,0905,Rising Sun High,All,*,*,<= 5.0,20230914
2020,07,Cecil,0905,Rising Sun High,Students with Disabilities,*,*,*,20230914
2020,07,Cecil,A,All Cecil Schools,All,326,30,9.2,20230914
2020,07,Cecil,A,All Cecil Schools,Students with Disabilities,44,5,11.4,20230914
2020,08,Charles,0104,Milton M. Somers Middle School,All,*,*,<= 5.0,20230914
2020,08,Charles,0105,Walter J. Mitchell Elementary School,All,17,5,29.4,20230914
2020,08,Charles,0105,Walter J. Mitchell Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0106,La Plata High School,All,10,1,10.0,20230914
2020,08,Charles,0106,La Plata High School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0108,Maurice J. McDonough High School,All,70,*,<= 5.0,20230914
2020,08,Charles,0108,Maurice J. McDonough High School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0109,Mary H. Matula Elementary School,All,12,5,41.7,20230914
2020,08,Charles,0109,Mary H. Matula Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,All,*,*,*,20230914
2020,08,Charles,0501,Dr. Thomas L. Higdon Elementary School,All,*,*,*,20230914
2020,08,Charles,0503,Piccowaxen Middle School,All,*,*,*,20230914
2020,08,Charles,0503,Piccowaxen Middle School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,All,34,*,<= 5.0,20230914
2020,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0605,Thomas Stone High School,All,83,*,<= 5.0,20230914
2020,08,Charles,0605,Thomas Stone High School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0606,J. P. Ryon Elementary School,All,76,8,10.5,20230914
2020,08,Charles,0608,John Hanson Middle School,All,44,*,<= 5.0,20230914
2020,08,Charles,0608,John Hanson Middle School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0609,Dr. James Craik Elementary School,All,10,2,20.0,20230914
2020,08,Charles,0611,Dr. Gustavus Brown Elementary,All,28,6,21.4,20230914
2020,08,Charles,0611,Dr. Gustavus Brown Elementary,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0612,Arthur Middleton Elementary School,All,55,*,<= 5.0,20230914
2020,08,Charles,0612,Arthur Middleton Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0613,Benjamin Stoddert Middle School,All,34,2,5.9,20230914
2020,08,Charles,0613,Benjamin Stoddert Middle School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0616,Eva Turner Elementary School,All,18,2,11.1,20230914
2020,08,Charles,0616,Eva Turner Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,All,42,8,19.0,20230914
2020,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0618,William B. Wade Elementary School,All,30,6,20.0,20230914
2020,08,Charles,0618,William B. Wade Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0619,Westlake High School,All,33,2,6.1,20230914
2020,08,Charles,0619,Westlake High School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0620,C. Paul Barnhart Elementary School,All,38,6,15.8,20230914
2020,08,Charles,0620,C. Paul Barnhart Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0621,Mattawoman Middle School,All,*,*,<= 5.0,20230914
2020,08,Charles,0621,Mattawoman Middle School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0622,Berry Elementary School,All,44,3,6.8,20230914
2020,08,Charles,0622,Berry Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0623,North Point High School,All,*,*,*,20230914
2020,08,Charles,0624,William A. Diggs Elementary School,All,15,3,20.0,20230914
2020,08,Charles,0625,Theodore G. Davis Middle School,All,19,1,5.3,20230914
2020,08,Charles,0625,Theodore G. Davis Middle School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0626,Mary B. Neal Elementary School,All,*,*,*,20230914
2020,08,Charles,0626,Mary B. Neal Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0627,Billingsley Elementary School,All,29,5,17.2,20230914
2020,08,Charles,0627,Billingsley Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0701,Matthew Henson Middle School,All,*,*,<= 5.0,20230914
2020,08,Charles,0701,Matthew Henson Middle School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0703,J. C. Parks Elementary School,All,36,2,5.6,20230914
2020,08,Charles,0703,J. C. Parks Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0705,General Smallwood Middle School,All,*,*,*,20230914
2020,08,Charles,0708,Robert D. Stethem Educational Center,All,*,*,*,20230914
2020,08,Charles,0710,Indian Head Elementary School,All,*,*,*,20230914
2020,08,Charles,0710,Indian Head Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,0801,T. C. Martin Elementary School,All,*,*,*,20230914
2020,08,Charles,0802,St. Charles High School,All,*,*,<= 5.0,20230914
2020,08,Charles,0902,Malcolm Elementary School,All,16,4,25.0,20230914
2020,08,Charles,0902,Malcolm Elementary School,Students with Disabilities,*,*,*,20230914
2020,08,Charles,1001,Gale-Bailey Elementary School,All,*,*,*,20230914
2020,08,Charles,1002,Henry E. Lackey High School,All,*,*,*,20230914
2020,08,Charles,A,All Charles Schools,All,919,88,9.6,20230914
2020,08,Charles,A,All Charles Schools,Students with Disabilities,67,*,<= 5.0,20230914
2020,09,Dorchester,0205,Warwick Elementary School,All,*,*,*,20230914
2020,09,Dorchester,0207,North Dorchester High School,All,*,*,*,20230914
2020,09,Dorchester,0207,North Dorchester High School,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,0208,North Dorchester Middle School,All,*,*,*,20230914
2020,09,Dorchester,0208,North Dorchester Middle School,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,0302,Vienna Elementary School,All,*,*,*,20230914
2020,09,Dorchester,0508,South Dorchester School,All,*,*,*,20230914
2020,09,Dorchester,0508,South Dorchester School,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,0707,Mace's Lane Middle School,All,*,*,<= 5.0,20230914
2020,09,Dorchester,0707,Mace's Lane Middle School,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,0710,Sandy Hill Elementary,All,*,*,<= 5.0,20230914
2020,09,Dorchester,0710,Sandy Hill Elementary,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,0711,Maple Elementary School,All,48,*,<= 5.0,20230914
2020,09,Dorchester,0711,Maple Elementary School,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,0713,Cambridge-South Dorchester High School,All,*,*,<= 5.0,20230914
2020,09,Dorchester,0713,Cambridge-South Dorchester High School,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,0716,Choptank Elementary School,All,26,2,7.7,20230914
2020,09,Dorchester,0716,Choptank Elementary School,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,1503,Hurlock Elementary School,All,23,4,17.4,20230914
2020,09,Dorchester,1503,Hurlock Elementary School,Students with Disabilities,*,*,*,20230914
2020,09,Dorchester,A,All Dorchester Schools,All,188,15,8.0,20230914
2020,09,Dorchester,A,All Dorchester Schools,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,0108,Carroll Manor Elementary,All,27,3,11.1,20230914
2020,10,Frederick,0108,Carroll Manor Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0109,Tuscarora Elementary,All,81,13,16.0,20230914
2020,10,Frederick,0109,Tuscarora Elementary,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,0201,Parkway Elementary,All,29,3,10.3,20230914
2020,10,Frederick,0201,Parkway Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0204,Lincoln Elementary,All,140,26,18.6,20230914
2020,10,Frederick,0204,Lincoln Elementary,Students with Disabilities,14,1,7.1,20230914
2020,10,Frederick,0208,Heather Ridge,All,*,*,*,20230914
2020,10,Frederick,0208,Heather Ridge,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0209,Frederick High,All,303,*,<= 5.0,20230914
2020,10,Frederick,0209,Frederick High,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,0210,North Frederick Elementary,All,77,17,22.1,20230914
2020,10,Frederick,0210,North Frederick Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0211,West Frederick Middle,All,136,*,<= 5.0,20230914
2020,10,Frederick,0211,West Frederick Middle,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,0213,Gov. Thomas Johnson High,All,233,*,<= 5.0,20230914
2020,10,Frederick,0213,Gov. Thomas Johnson High,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,0219,Monocacy Middle,All,121,*,<= 5.0,20230914
2020,10,Frederick,0219,Monocacy Middle,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,0222,Monocacy Elementary,All,95,21,22.1,20230914
2020,10,Frederick,0222,Monocacy Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0223,Ballenger Creek Elementary,All,51,13,25.5,20230914
2020,10,Frederick,0223,Ballenger Creek Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0225,Gov. Thomas Johnson Middle,All,*,*,<= 5.0,20230914
2020,10,Frederick,0225,Gov. Thomas Johnson Middle,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0226,Monocacy Valley Montessori,All,*,*,*,20230914
2020,10,Frederick,0226,Monocacy Valley Montessori,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0227,Crestwood Middle,All,52,*,<= 5.0,20230914
2020,10,Frederick,0227,Crestwood Middle,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,0228,Carroll Creek Montessori Public Charter,All,*,*,*,20230914
2020,10,Frederick,0228,Carroll Creek Montessori Public Charter,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0303,Middletown Elementary,All,*,*,*,20230914
2020,10,Frederick,0303,Middletown Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0311,Middletown Middle,All,*,*,*,20230914
2020,10,Frederick,0311,Middletown Middle,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0313,Middletown High,All,*,*,*,20230914
2020,10,Frederick,0313,Middletown High,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0314,Middletown Primary,All,*,*,*,20230914
2020,10,Frederick,0503,Emmitsburg Elementary,All,*,*,*,20230914
2020,10,Frederick,0702,Urbana Elementary,All,42,9,21.4,20230914
2020,10,Frederick,0702,Urbana Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0713,Urbana High,All,*,*,*,20230914
2020,10,Frederick,0713,Urbana High,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0714,Windsor Knolls Middle,All,*,*,*,20230914
2020,10,Frederick,0714,Windsor Knolls Middle,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0715,Centerville Elementary,All,44,13,29.5,20230914
2020,10,Frederick,0715,Centerville Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0716,Urbana Middle,All,*,*,*,20230914
2020,10,Frederick,0716,Urbana Middle,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0801,Liberty Elementary,All,*,*,*,20230914
2020,10,Frederick,0801,Liberty Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0903,New Market Elementary,All,*,*,*,20230914
2020,10,Frederick,0903,New Market Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0912,Linganore High,All,*,*,*,20230914
2020,10,Frederick,0913,Green Valley Elementary,All,31,*,<= 5.0,20230914
2020,10,Frederick,0913,Green Valley Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0914,New Market Middle,All,*,*,*,20230914
2020,10,Frederick,0915,Kemptown Elementary,All,*,*,*,20230914
2020,10,Frederick,0916,Spring Ridge Elementary,All,29,4,13.8,20230914
2020,10,Frederick,0916,Spring Ridge Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0917,Deer Crossing Elementary,All,*,*,*,20230914
2020,10,Frederick,0917,Deer Crossing Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0918,Oakdale Middle,All,*,*,*,20230914
2020,10,Frederick,0918,Oakdale Middle,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0919,Oakdale Elementary,All,31,5,16.1,20230914
2020,10,Frederick,0919,Oakdale Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,0920,Oakdale High,All,*,*,*,20230914
2020,10,Frederick,0920,Oakdale High,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,1105,New Midway/Woodsboro Elementary,All,*,*,*,20230914
2020,10,Frederick,1301,Frederick Classical Charter,All,10,4,40.0,20230914
2020,10,Frederick,1301,Frederick Classical Charter,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,1406,Valley Elementary,All,21,6,28.6,20230914
2020,10,Frederick,1406,Valley Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,1503,Thurmont Elementary,All,*,*,*,20230914
2020,10,Frederick,1509,Catoctin High,All,*,*,*,20230914
2020,10,Frederick,1509,Catoctin High,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,1510,Thurmont Middle,All,*,*,*,20230914
2020,10,Frederick,1510,Thurmont Middle,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,1511,Thurmont Primary,All,*,*,*,20230914
2020,10,Frederick,1604,Myersville Elementary,All,*,*,*,20230914
2020,10,Frederick,1801,Twin Ridge Elementary,All,*,*,*,20230914
2020,10,Frederick,1801,Twin Ridge Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2001,Lewistown Elementary,All,*,*,*,20230914
2020,10,Frederick,2001,Lewistown Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2103,Yellow Springs Elementary,All,30,9,30.0,20230914
2020,10,Frederick,2103,Yellow Springs Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2107,Whittier Elementary,All,57,8,14.0,20230914
2020,10,Frederick,2107,Whittier Elementary,Students with Disabilities,13,1,7.7,20230914
2020,10,Frederick,2302,Hillcrest Elementary,All,393,54,13.7,20230914
2020,10,Frederick,2302,Hillcrest Elementary,Students with Disabilities,47,*,<= 5.0,20230914
2020,10,Frederick,2305,Ballenger Creek Middle,All,*,*,<= 5.0,20230914
2020,10,Frederick,2305,Ballenger Creek Middle,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,2306,Orchard Grove Elementary,All,74,15,20.3,20230914
2020,10,Frederick,2306,Orchard Grove Elementary,Students with Disabilities,10,3,30.0,20230914
2020,10,Frederick,2307,Tuscarora High,All,78,4,5.1,20230914
2020,10,Frederick,2307,Tuscarora High,Students with Disabilities,*,*,<= 5.0,20230914
2020,10,Frederick,2308,Butterfly Ridge Elementary,All,175,14,8.0,20230914
2020,10,Frederick,2308,Butterfly Ridge Elementary,Students with Disabilities,12,1,8.3,20230914
2020,10,Frederick,2403,Waverley Elementary,All,267,45,16.9,20230914
2020,10,Frederick,2403,Waverley Elementary,Students with Disabilities,21,2,9.5,20230914
2020,10,Frederick,2503,Brunswick High,All,*,*,*,20230914
2020,10,Frederick,2503,Brunswick High,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2504,Brunswick Elementary,All,26,5,19.2,20230914
2020,10,Frederick,2504,Brunswick Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2525,Brunswick Middle,All,*,*,*,20230914
2020,10,Frederick,2525,Brunswick Middle,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2606,Walkersville Middle,All,*,*,<= 5.0,20230914
2020,10,Frederick,2606,Walkersville Middle,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2607,Walkersville Elementary,All,59,12,20.3,20230914
2020,10,Frederick,2607,Walkersville Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2610,Walkersville High,All,19,1,5.3,20230914
2020,10,Frederick,2610,Walkersville High,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,2611,Glade Elementary,All,15,2,13.3,20230914
2020,10,Frederick,2611,Glade Elementary,Students with Disabilities,*,*,*,20230914
2020,10,Frederick,A,All Frederick Schools,All,2968,339,11.4,20230914
2020,10,Frederick,A,All Frederick Schools,Students with Disabilities,406,*,<= 5.0,20230914
2020,11,Garrett,1202,Friendsville Elementary,All,*,*,*,20230914
2020,11,Garrett,1501,Accident Elementary,All,*,*,*,20230914
2020,11,Garrett,2511,Northern Middle School,All,*,*,*,20230914
2020,11,Garrett,3512,Northern Garrett High School,All,*,*,*,20230914
2020,11,Garrett,3709,Southern Garrett High School,All,*,*,*,20230914
2020,11,Garrett,A,All Garrett Schools,All,*,*,<= 5.0,20230914
2020,12,Harford,0113,William S. James Elementary,All,*,*,*,20230914
2020,12,Harford,0113,William S. James Elementary,Students with Disabilities,*,*,*,20230914
2020,12,Harford,0115,Edgewood Elementary,All,15,3,20.0,20230914
2020,12,Harford,0115,Edgewood Elementary,Students with Disabilities,*,*,*,20230914
2020,12,Harford,0120,Deerfield Elementary,All,27,7,25.9,20230914
2020,12,Harford,0120,Deerfield Elementary,Students with Disabilities,*,*,*,20230914
2020,12,Harford,0121,Emmorton Elementary,All,48,8,16.7,20230914
2020,12,Harford,0121,Emmorton Elementary,Students with Disabilities,*,*,*,20230914
2020,12,Harford,0123,Abingdon Elementary,All,12,2,16.7,20230914
2020,12,Harford,0123,Abingdon Elementary,Students with Disabilities,*,*,*,20230914
2020,12,Harford,0125,Church Creek Elementary,All,12,1,8.3,20230914
2020,12,Harford,0125,Church Creek Elementary,Students with Disabilities,*,*,*,20230914
